SV_ID	gene_count	exon_count	tran_count	rest_count	ID_regl	df1_count	df2_count	df3_count	df4_count	df5_count	df6_count	df7_count
BND00000291	1	0	9	0	282	5	9	0	2	2	3	0
DEL00000094	1	0	1	0	15	3	0	0	0	0	0	0
DEL00000125	1	0	30	0	20	5	0	0	0	0	0	0
DEL00000138	1	0	9	0	21	9	0	2	0	0	0	0
DEL00000138	1	0	9	0	22	9	0	2	0	0	0	0
DEL00000138	1	0	9	0	23	9	0	2	0	0	0	0
DEL00000138	1	0	9	0	24	9	0	2	0	0	0	0
DEL00000138	1	0	9	0	25	9	0	2	0	0	0	0
DEL00000144	1	0	48	0	27	9	0	0	0	0	0	0
DEL00000147	1	0	16	0	28	7	4	0	0	0	0	0
DEL00000183	1	0	1	0	35	5	0	0	0	0	0	0
DEL00000249	1	0	1	0	37	14	0	0	0	0	0	0
DEL00000265	1	0	1	0	40	5	2	0	0	0	0	0
DEL00000269	1	0	4	0	42	4	0	0	0	0	0	0
DEL00000280	1	0	9	0	43	2	0	0	0	0	0	0
DEL00000280	1	0	9	0	44	2	0	0	0	0	0	0
DEL00000302	1	0	1	0	283	17	0	0	0	0	0	0
DEL00000306	1	0	9	0	284	17	0	0	0	0	0	0
DEL00000320	1	1	1	0	285	13	0	0	0	0	0	0
DEL00000399	1	12	1	20	297	14	0	0	0	0	0	0
DEL00000400	1	0	25	0	298	15	0	2	0	0	0	0
DEL00000415	1	0	3	0	302	4	0	0	0	0	0	0
DEL00000435	1	0	1	0	306	7	0	0	0	0	0	0
DEL00000460	1	0	16	0	311	5	0	0	0	0	0	0
DEL00000528	2	0	2	0	318	3	0	0	0	0	0	0
DEL00000529	1	0	1	0	319	3	0	0	0	0	0	0
DEL00000704	2	0	27	0	340	10	0	0	0	0	0	0
DEL00000781	1	0	6	0	345	14	0	0	0	0	0	0
DEL00000806	1	0	3	0	348	6	0	0	0	0	0	0
DEL00000817	1	0	9	0	352	5	0	0	0	0	0	0
