SV_ID	gene_count	exon_count	tran_count	rest_count	ID_regl	df1_count	df2_count	df3_count	df4_count	df5_count	df6_count	df7_count
DEL00000008	1	0	42	0	1	4	0	0	0	0	0	0
DEL00000034	1	0	25	0	7	28	1	2	0	0	0	0
DEL00000045	1	0	1	0	13	27	0	0	0	0	0	0
DEL00000088	1	0	1	0	20	2	0	0	0	0	0	0
DEL00000098	1	3	1	8	22	3	0	0	0	0	0	0
DEL00000146	1	0	4	0	25	3	0	0	0	0	0	0
DEL00000168	1	0	1	0	29	4	0	0	0	0	0	0
DEL00000184	1	0	6	0	31	4	0	0	0	0	0	0
DEL00000262	1	0	6	0	278	17	0	0	0	0	0	0
DEL00000290	1	0	1	0	280	3	0	0	0	0	0	0
DEL00000297	1	11	1	45	281	0	0	0	0	0	0	0
DEL00000297	1	11	1	45	282	0	0	0	0	0	0	0
DEL00000297	1	11	1	45	283	0	0	0	0	0	0	0
DEL00000297	1	11	1	45	284	0	0	0	0	0	0	0
DEL00000298	1	0	4	0	285	0	0	0	0	0	0	0
DEL00000302	1	0	4	0	287	0	4	0	0	0	0	0
DEL00000318	1	0	1	0	288	27	0	0	0	0	0	0
DEL00000318	1	0	1	0	289	27	0	0	0	0	0	0
DEL00000318	1	0	1	0	290	27	0	0	0	0	0	0
DEL00000318	1	0	1	0	291	27	0	0	0	0	0	0
DEL00000345	1	0	1	0	294	1	0	0	0	0	0	0
DEL00000367	1	76	4	100	297	9	0	0	0	0	0	0
DEL00000367	1	76	4	100	298	9	0	0	0	0	0	0
DEL00000398	1	0	16	0	304	10	0	2	0	0	0	0
DEL00000480	1	0	1	0	315	12	0	0	0	0	0	0
DEL00000493	1	0	1	0	317	4	0	0	0	0	0	0
DEL00000513	1	0	9	0	318	1	0	0	0	0	0	0
DEL00000559	1	0	1	0	325	20	0	0	0	0	0	0
DEL00000625	1	0	1	0	333	5	3	0	0	0	0	0
DEL00000639	1	0	2	0	334	3	0	0	0	0	0	0
DEL00000640	1	0	2	0	335	3	0	0	0	0	0	0
DEL00000682	1	0	16	0	339	10	0	0	0	0	0	0
DEL00000703	1	28	1	36	343	3	0	0	0	0	0	0
DEL00000703	1	28	1	36	344	3	0	0	0	0	0	0
DEL00000703	1	28	1	36	345	3	0	0	0	0	0	0
DEL00000703	1	28	1	36	346	3	0	0	0	0	0	0
DEL00000703	1	28	1	36	347	3	0	0	0	0	0	0
DEL00000787	1	0	2	0	349	25	0	0	10	4	4	6
DEL00000788	1	0	2	0	350	25	0	0	5	2	2	6
DEL00000824	1	0	81	0	352	7	2	2	0	0	0	1
DEL00000832	1	0	1	0	353	2	0	0	0	0	0	0
DEL00000832	1	0	1	0	354	2	0	0	0	0	0	0
DEL00000832	1	0	1	0	355	2	0	0	0	0	0	0
DEL00000838	2	0	2	0	357	4	0	0	0	0	0	0
DEL00000905	1	0	32	0	363	1	0	0	0	0	0	0
DEL00000921	2	1	2	0	364	2	0	2	0	0	0	0
DEL00000968	1	0	1	0	367	2	0	0	0	0	0	0
DEL00001008	1	0	1	0	369	0	0	0	0	0	0	0
DEL00001033	1	0	9	0	372	5	0	2	0	0	0	0
