SV_ID	gene_count	exon_count	tran_count	rest_count	ID_regl	df1_count	df2_count	df3_count	df4_count	df5_count	df6_count	df7_count
BND00001051	1	0	1	0	339	5	1	2	0	0	0	0
DEL00000024	1	6	1	14	4	19	0	0	0	0	0	0
DEL00000037	1	0	16	0	5	24	0	0	0	0	0	0
DEL00000062	1	0	1	0	7	13	0	2	0	5	0	2
DEL00000150	1	0	6	0	8	8	0	0	0	0	0	0
DEL00000232	1	0	2	0	13	7	2	2	0	0	0	0
DEL00000349	1	0	1	0	263	0	0	0	0	0	0	0
DEL00000447	1	34	4	50	281	7	0	0	0	0	0	0
DEL00000447	1	34	4	50	282	7	0	0	0	0	0	0
DEL00000447	1	34	4	50	283	7	0	0	0	0	0	0
DEL00000462	1	0	2	0	286	8	1	0	0	0	0	0
DEL00000559	1	0	2	0	297	2	0	0	0	0	0	0
DEL00000560	1	0	16	0	298	0	0	0	0	0	0	0
DEL00000681	1	0	1	0	304	6	1	0	0	0	0	0
DEL00000724	1	0	2	0	309	0	0	0	0	0	0	0
DEL00000736	1	0	4	0	312	3	0	0	0	0	0	0
DEL00000770	1	3	1	7	314	5	0	0	0	0	0	0
DEL00000770	1	3	1	7	315	5	0	0	0	0	0	0
DEL00000810	1	0	3	0	322	1	3	0	0	0	0	0
DEL00000863	2	0	5	0	326	0	0	0	0	0	0	0
DEL00000878	1	0	4	0	327	5	0	0	0	0	0	0
DEL00000921	1	0	12	0	329	0	0	0	0	0	0	0
DEL00000953	1	0	1	0	332	0	0	0	0	0	0	0
DEL00001083	1	0	1	0	342	0	2	0	0	0	0	0
DUP00000234	1	558	9	852	14	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	15	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	16	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	17	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	18	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	19	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	20	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	21	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	22	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	23	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	24	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	25	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	26	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	27	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	28	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	29	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	30	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	31	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	32	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	33	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	34	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	35	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	36	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	37	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	38	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	39	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	40	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	41	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	42	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	43	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	44	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	45	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	46	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	47	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	48	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	49	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	50	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	51	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	52	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	53	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	54	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	55	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	56	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	57	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	58	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	59	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	60	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	61	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	62	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	63	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	64	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	65	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	66	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	67	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	68	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	69	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	70	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	71	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	72	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	73	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	74	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	75	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	76	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	77	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	78	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	79	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	80	13	9	0	2	2	3	0
DUP00000234	1	558	9	852	81	13	9	0	2	2	3	0
