SV_ID	gene_count	exon_count	tran_count	rest_count	ID_regl	df1_count	df2_count	df3_count	df4_count	df5_count	df6_count	df7_count
BND00001378	1	0	9	0	20178	5	9	0	2	2	3	0
BND00001686	1	0	1	0	20305	27	6	0	0	0	0	0
BND00002446	1	2	1	6	44404	66	92	0	10	4	4	0
BND00003468	1	0	9	0	44775	5	2	0	0	0	0	0
BND00003968	1	0	6	0	44946	5	0	0	0	0	1	0
BND00004351	1	0	4	0	46619	0	1	0	0	0	0	0
BND00004602	1	0	1	0	46670	5	0	0	0	2	0	0
BND00006161	1	0	4	0	47198	2	0	0	0	0	0	0
BND00006478	1	3	1	7	47275	8	0	0	0	0	0	0
BND00006863	2	0	2	0	0	0	0	0	0	0	0	0
DEL00000018	1	0	2	0	1	0	0	0	0	0	0	0
DEL00000034	1	0	42	0	8	4	0	0	0	0	0	0
DEL00000035	1	0	25	0	9	4	0	0	0	0	0	0
DEL00000073	1	0	1	0	28	14	0	0	0	0	0	0
DEL00000103	1	0	4	0	44	27	0	0	0	8	0	0
DEL00000109	1	6	1	14	47	19	0	0	0	0	0	0
DEL00000110	1	6	1	14	48	19	0	0	0	0	0	0
DEL00000132	1	10	1	12	58	21	0	0	0	0	0	0
DEL00000159	1	0	30	0	73	27	0	0	0	0	0	0
DEL00000169	1	0	4	0	80	29	2	0	0	0	0	0
DEL00000174	1	0	4	0	81	26	1	0	0	0	0	0
DEL00000176	1	0	25	0	82	28	1	2	0	0	0	0
DEL00000177	1	0	1	0	83	26	1	0	0	0	0	0
DEL00000179	1	0	4	0	85	26	0	0	0	0	0	0
DEL00000180	1	0	1	0	86	25	0	0	0	0	0	0
DEL00000184	1	0	1	0	88	27	0	0	0	0	0	0
DEL00000185	1	45	9	66	89	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	90	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	91	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	92	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	93	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	94	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	95	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	96	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	97	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	98	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	99	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	100	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	101	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	102	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	103	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	104	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	105	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	106	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	107	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	108	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	109	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	110	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	111	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	112	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	113	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	114	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	115	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	116	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	117	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	118	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	119	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	120	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	121	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	122	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	123	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	124	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	125	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	126	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	127	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	128	25	0	0	0	0	0	0
DEL00000185	1	45	9	66	129	25	0	0	0	0	0	0
