SV_ID	gene_count	exon_count	tran_count	rest_count	ID_regl	df1_count	df2_count	df3_count	df4_count	df5_count	df6_count	df7_count
DEL00000035	1	0	36	0	8	27	0	0	0	0	0	0
DEL00000063	1	0	4	0	10	9	0	0	0	0	0	0
DEL00000086	1	1	1	9	12	1	0	0	0	0	0	0
DEL00000097	1	0	4	0	13	6	7	2	0	0	0	0
DEL00000114	1	3	1	0	16	11	1	0	0	0	0	0
DEL00000114	1	3	1	0	17	11	1	0	0	0	0	0
DEL00000162	1	0	9	0	21	7	0	0	0	0	0	2
DEL00000212	1	0	4	0	2846	6	0	0	0	0	0	0
DEL00000239	1	0	4	0	2848	4	0	0	0	0	0	0
DEL00000251	1	0	2	0	2850	7	2	2	0	0	0	0
DEL00000274	1	0	16	0	3089	17	0	0	0	0	0	0
DEL00000303	1	0	1	0	3094	3	0	0	0	0	0	0
DEL00000311	1	0	4	0	3095	0	0	0	0	0	0	0
DEL00000357	1	0	9	0	3100	11	0	0	0	0	0	0
DEL00000361	1	0	3	0	3101	4	0	0	0	0	0	0
DEL00000430	1	0	14	0	3121	2	2	0	0	0	0	0
DEL00000435	1	0	4	0	3122	1	2	0	0	0	0	0
DEL00000484	1	0	1	0	3127	22	0	2	0	0	0	0
DEL00000540	1	0	4	0	3135	13	0	0	0	0	0	0
DEL00000540	1	0	4	0	3136	13	0	0	0	0	0	0
DEL00000540	1	0	4	0	3137	13	0	0	0	0	0	0
DEL00000581	1	0	21	0	3141	2	0	0	0	0	0	0
DEL00000591	1	0	2	0	3143	2	0	0	0	0	0	0
DEL00000711	1	0	9	0	3148	5	0	0	0	0	0	0
DEL00000718	1	0	9	0	3150	5	0	0	0	0	0	0
DEL00000731	1	0	1	0	3152	0	0	0	0	0	0	0
DEL00000746	1	0	4	0	3153	5	0	0	0	0	0	0
DEL00000759	1	11	1	15	3155	5	0	0	0	0	0	0
DEL00000801	1	8	1	12	3159	5	0	0	0	0	0	0
DEL00000803	2	9	2	12	3160	5	0	0	0	0	0	0
DEL00000803	2	9	2	12	3161	5	0	0	0	0	0	0
DEL00000803	2	9	2	12	3162	5	0	0	0	0	0	0
DEL00000803	2	9	2	12	3163	5	0	0	0	0	0	0
DEL00000803	2	9	2	12	3164	5	0	0	0	0	0	0
DEL00000803	2	9	2	12	3165	5	0	0	0	0	0	0
DEL00000803	2	9	2	12	3166	5	0	0	0	0	0	0
DEL00000803	2	9	2	12	3167	5	0	0	0	0	0	0
DEL00000803	2	9	2	12	3168	5	0	0	0	0	0	0
DEL00000803	2	9	2	12	3169	5	0	0	0	0	0	0
DEL00000803	2	9	2	12	3170	5	0	0	0	0	0	0
DEL00000803	2	9	2	12	3171	5	0	0	0	0	0	0
DEL00000804	1	16	1	24	3172	5	0	0	0	0	0	0
DEL00000824	1	0	2	0	3174	9	2	0	0	0	0	0
DEL00000886	1	0	64	0	3177	3	0	0	0	2	0	0
DEL00000893	1	0	25	0	3178	1	0	0	0	0	0	0
DEL00000925	1	0	6	0	3183	16	0	0	0	0	0	0
DEL00000954	1	0	1	0	3185	0	0	0	0	0	0	0
DEL00000970	1	0	1	0	3188	0	0	0	0	0	0	0
DEL00001137	1	0	4	0	3196	7	0	0	0	0	0	0
DUP00000253	1	558	9	852	2851	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2852	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2853	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2854	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2855	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2856	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2857	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2858	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2859	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2860	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2861	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2862	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2863	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2864	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2865	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2866	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2867	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2868	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2869	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2870	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2871	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2872	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2873	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2874	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2875	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2876	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2877	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2878	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2879	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2880	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2881	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2882	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2883	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2884	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2885	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2886	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2887	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2888	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2889	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2890	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2891	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2892	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2893	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2894	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2895	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2896	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2897	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2898	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2899	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2900	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2901	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2902	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2903	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2904	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2905	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2906	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2907	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2908	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2909	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2910	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2911	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2912	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2913	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2914	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2915	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2916	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2917	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2918	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2919	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2920	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2921	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2922	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2923	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2924	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2925	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2926	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2927	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2928	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2929	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2930	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2931	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2932	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2933	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2934	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2935	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2936	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2937	13	9	0	2	2	3	0
DUP00000253	1	558	9	852	2938	13	9	0	2	2	3	0
