SV_ID	gene_count	exon_count	tran_count	rest_count	ID_regl	df1_count	df2_count	df3_count	df4_count	df5_count	df6_count	df7_count
DEL00000028	1	0	1	0	3	27	0	0	0	0	0	0
DEL00000028	1	0	1	0	4	27	0	0	0	0	0	0
DEL00000076	1	0	1	0	8	15	0	0	0	4	0	0
DEL00000121	1	6	1	15	11	7	0	2	0	0	0	0
DEL00000132	1	0	49	0	15	5	0	0	0	0	0	0
DEL00000148	1	0	1	0	18	1	0	0	0	0	0	0
DEL00000155	1	0	9	0	20	7	0	0	0	0	0	0
DEL00000255	1	1	1	25	35	12	0	0	0	0	0	0
DEL00000255	1	1	1	25	36	12	0	0	0	0	0	0
DEL00000255	1	1	1	25	37	12	0	0	0	0	0	0
DEL00000255	1	1	1	25	38	12	0	0	0	0	0	0
DEL00000335	1	198	9	252	285	10	0	0	0	0	0	0
DEL00000362	1	0	4	0	291	7	0	2	0	0	0	0
DEL00000374	1	0	1	0	292	45	60	0	0	0	0	0
DEL00000464	1	38	4	50	299	9	0	0	0	0	0	0
DEL00000465	1	0	16	0	300	9	0	0	0	0	0	0
DEL00000501	1	0	1	0	306	5	0	0	0	0	0	0
DEL00000595	1	0	1	0	309	25	0	0	0	0	0	0
DEL00000601	1	0	1	0	311	18	2	2	0	0	0	0
DEL00000737	1	0	1	0	326	0	0	0	0	0	0	0
DEL00000787	1	0	1	0	336	7	4	2	0	0	0	0
DEL00000830	1	1	1	15	338	19	0	0	4	0	0	0
DEL00000831	1	3	1	0	339	23	0	0	4	0	0	0
DEL00000859	1	60	9	0	340	3	0	0	0	0	0	0
DEL00000859	1	60	9	0	341	3	0	0	0	0	0	0
DEL00000859	1	60	9	0	342	3	0	0	0	0	0	0
DEL00000859	1	60	9	0	343	3	0	0	0	0	0	0
DEL00000859	1	60	9	0	344	3	0	0	0	0	0	0
DEL00000859	1	60	9	0	345	3	0	0	0	0	0	0
DEL00000859	1	60	9	0	346	3	0	0	0	0	0	0
DEL00000882	1	0	4	0	350	5	0	0	0	0	0	0
DEL00000892	1	0	1	0	351	2	0	0	0	0	0	0
DEL00000936	1	0	2	0	355	0	0	0	0	0	0	0
DEL00000955	1	4	1	0	358	8	0	0	0	0	2	0
DEL00000996	1	0	15	0	362	12	4	0	0	0	0	0
DEL00001015	2	0	2	0	364	4	0	0	0	0	0	0
DEL00001079	1	0	1	0	372	1	0	0	0	0	0	0
DEL00001096	1	0	9	0	375	5	0	2	0	0	0	0
DEL00001097	1	0	25	0	376	1	0	0	0	0	0	0
DEL00001111	1	0	1	0	378	0	0	0	0	0	0	0
DEL00001117	1	69	9	96	379	0	0	0	0	0	0	0
DEL00001117	1	69	9	96	380	0	0	0	0	0	0	0
DEL00001117	1	69	9	96	381	0	0	0	0	0	0	0
DEL00001117	1	69	9	96	382	0	0	0	0	0	0	0
DEL00001117	1	69	9	96	383	0	0	0	0	0	0	0
DEL00001117	1	69	9	96	384	0	0	0	0	0	0	0
DEL00001146	1	0	1	0	385	1	0	0	0	0	0	0
DEL00001210	1	0	1	0	395	2	0	0	0	0	0	0
DEL00001212	1	0	16	0	397	0	0	0	0	0	0	0
DEL00001228	1	0	9	0	400	7	0	0	0	0	0	0
DEL00001252	1	0	12	0	401	4	0	0	0	0	0	0
DEL00001258	1	0	16	0	403	3	1	0	0	0	0	0
DEL00001258	1	0	16	0	404	3	1	0	0	0	0	0
DEL00001259	1	0	16	0	405	2	0	0	0	0	0	0
DEL00001267	1	0	4	0	406	0	1	0	0	0	0	0
DEL00001279	1	0	2	0	407	3	0	0	0	0	0	0
