SV_ID	gene_count	exon_count	tran_count	rest_count	ID_regl	df1_count	df2_count	df3_count	df4_count	df5_count	df6_count	df7_count
BND00001723	1	0	9	0	4277	5	9	0	2	2	3	0
BND00002207	1	0	1	0	4575	21	0	0	0	0	0	0
BND00002581	1	0	9	0	4725	2	0	0	0	0	0	0
BND00003401	1	139	16	154	11844	3	0	0	0	0	0	0
BND00003644	1	0	1	0	20177	13	0	0	0	0	0	0
BND00004124	1	0	9	0	22613	5	2	0	0	0	0	0
BND00004372	1	0	1	0	23515	16	0	0	0	0	0	0
BND00004834	1	0	4	0	25032	2	0	0	0	0	0	0
BND00005116	1	0	4	0	25152	0	1	0	0	0	0	0
BND00005358	1	0	1	0	25212	5	0	0	0	2	0	0
BND00005376	1	0	2	0	25216	3	0	0	0	0	0	0
BND00006038	1	0	36	0	26134	0	0	0	0	0	0	0
BND00006039	1	0	36	0	26135	0	0	0	0	0	0	0
BND00006614	1	0	16	0	27619	2	0	0	0	0	0	0
BND00007167	1	13	1	17	28079	0	0	0	0	0	0	0
DEL00000017	1	0	4	0	4	5	0	0	0	0	0	0
DEL00000069	1	0	2	0	33	12	0	0	0	0	0	0
DEL00000105	1	6	1	14	50	19	0	0	0	0	0	0
DEL00000106	1	6	1	14	51	19	0	0	0	0	0	0
DEL00000108	1	34	4	46	52	19	0	0	0	0	0	0
DEL00000109	1	68	4	92	53	19	0	0	0	0	0	0
DEL00000111	1	34	4	46	54	19	0	0	0	0	0	0
DEL00000113	1	0	1	0	56	21	0	0	0	0	0	0
DEL00000114	1	0	1	0	57	21	0	0	0	0	0	0
DEL00000134	1	10	1	12	68	21	0	0	0	0	0	0
DEL00000169	1	0	1	0	84	27	0	0	0	0	0	0
DEL00000169	1	0	1	0	85	27	0	0	0	0	0	0
DEL00000170	1	0	1	0	86	27	0	0	0	0	0	0
DEL00000172	1	0	9	0	87	27	0	0	0	0	0	0
DEL00000179	1	0	4	0	91	29	2	0	0	0	0	0
DEL00000183	1	0	36	0	92	27	0	0	0	0	0	0
DEL00000184	1	0	16	0	93	27	0	0	0	0	0	0
DEL00000186	1	0	4	0	95	26	1	0	0	0	0	0
DEL00000189	1	0	16	0	98	29	1	0	0	0	0	3
DEL00000191	1	0	4	0	100	26	0	0	0	0	0	0
DEL00000202	1	0	9	0	113	24	0	0	0	0	0	0
DEL00000216	1	0	1	0	125	25	0	0	0	0	0	0
DEL00000217	1	0	1	0	126	25	0	0	0	0	0	0
DEL00000225	1	0	1	0	128	26	1	0	0	0	0	0
DEL00000226	1	0	1	0	129	32	1	4	0	0	0	0
DEL00000227	1	0	1	0	130	26	1	0	0	0	0	0
DEL00000229	1	0	1	0	132	25	0	0	0	0	0	0
DEL00000230	1	0	1	0	133	25	0	0	0	0	0	0
DEL00000235	1	0	25	0	134	25	0	0	0	0	0	0
DEL00000251	1	0	1	0	139	27	0	0	0	0	0	0
DEL00000268	1	0	1	0	148	27	0	0	0	0	0	0
DEL00000287	1	0	1	0	158	27	0	0	0	0	0	0
DEL00000290	1	0	9	0	160	29	0	0	0	0	0	0
DEL00000294	1	0	25	0	163	24	0	0	0	0	0	0
DEL00000296	1	0	1	0	165	26	0	0	0	4	0	0
DEL00000301	1	0	1	0	166	13	0	0	0	0	0	0
DEL00000301	1	0	1	0	167	13	0	0	0	0	0	0
DEL00000306	1	0	1	0	171	11	0	0	0	0	0	0
DEL00000316	1	0	4	0	179	10	0	0	0	0	0	0
DEL00000331	1	0	12	0	183	8	1	0	0	0	0	0
DEL00000354	1	1	1	0	191	3	0	0	0	2	0	0
DEL00000355	1	0	6	0	192	1	0	0	0	0	0	0
DEL00000391	1	0	100	0	211	9	2	0	0	0	0	0
DEL00000391	1	0	100	0	212	9	2	0	0	0	0	0
DEL00000395	1	0	1	0	215	7	0	0	0	0	0	0
DEL00000396	1	0	4	0	216	9	0	0	0	0	0	0
DEL00000400	1	0	6	0	217	9	0	0	0	0	0	0
DEL00000401	1	0	6	0	218	9	0	0	0	0	0	0
DEL00000405	1	0	2	0	221	12	0	0	0	3	0	0
DEL00000406	1	0	25	0	222	11	0	0	0	2	0	0
DEL00000412	1	0	3	0	225	12	2	0	0	0	0	0
DEL00000415	1	0	4	0	226	10	0	0	0	0	0	0
DEL00000417	1	0	1	0	229	10	0	0	0	0	0	0
DEL00000423	1	0	3	0	232	8	0	0	0	0	0	0
DEL00000435	1	0	4	0	240	11	1	0	0	0	0	0
DEL00000437	1	0	16	0	241	12	2	0	0	0	0	0
DEL00000443	108	933322	625	1011724	245	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	246	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	247	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	248	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	249	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	250	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	251	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	252	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	253	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	254	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	255	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	256	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	257	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	258	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	259	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	260	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	261	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	262	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	263	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	264	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	265	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	266	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	267	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	268	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	269	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	270	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	271	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	272	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	273	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	274	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	275	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	276	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	277	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	278	315	34	164	2	26	24	5
DEL00000443	108	933322	625	1011724	279	315	34	164	2	26	24	5
