SV_ID	gene_count	exon_count	tran_count	rest_count	ID_regl	df1_count	df2_count	df3_count	df4_count	df5_count	df6_count	df7_count
DEL00000028	1	0	16	0	5	24	0	0	0	0	0	0
DEL00000036	1	0	1	0	7	27	0	0	0	0	0	0
DEL00000039	1	0	1	0	9	26	0	0	0	0	0	1
DEL00000062	1	0	4	0	12	12	0	2	0	0	0	0
DEL00000062	1	0	4	0	13	12	0	2	0	0	0	0
DEL00000062	1	0	4	0	14	12	0	2	0	0	0	0
DEL00000069	1	0	35	0	15	9	0	0	0	0	0	0
DEL00000083	2	1	2	25	17	3	0	0	0	0	0	0
DEL00000110	2	1	5	9	19	5	0	0	0	0	0	0
DEL00000130	1	0	4	0	20	0	0	0	0	0	0	0
DEL00000142	1	0	25	0	22	9	2	0	0	0	0	0
DEL00000156	1	0	1	0	23	4	0	0	0	0	0	0
DEL00000179	1	0	12	0	26	6	0	0	0	0	0	0
DEL00000182	1	0	1	0	27	7	0	0	0	0	0	0
DEL00000191	1	0	1	0	29	10	0	0	0	0	0	0
DEL00000219	1	0	2	0	32	0	0	0	0	0	0	0
DEL00000363	1	0	1	0	281	6	0	0	0	0	0	0
DEL00000379	1	0	10	0	284	3	0	0	0	0	0	0
DEL00000381	1	0	25	0	285	7	0	0	0	0	0	0
DEL00000418	1	0	1	0	286	26	0	0	0	0	0	0
DEL00000422	1	0	1	0	287	17	0	0	0	0	0	0
DEL00000486	1	0	1	0	291	11	0	0	0	0	0	0
DEL00000581	1	0	1	0	300	5	3	0	0	0	0	0
DEL00000671	1	0	1	0	305	0	0	0	0	0	0	0
DEL00000710	1	0	2	0	312	0	0	0	0	0	0	0
DEL00000740	1	0	4	0	314	3	0	0	0	0	0	0
DEL00000800	1	0	1	0	318	4	0	0	0	0	0	0
DEL00000884	1	0	1	0	323	9	2	0	0	0	0	0
DEL00001057	1	0	1	0	353	7	0	0	0	0	0	0
DUP00000227	1	558	9	852	33	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	34	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	35	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	36	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	37	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	38	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	39	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	40	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	41	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	42	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	43	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	44	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	45	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	46	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	47	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	48	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	49	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	50	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	51	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	52	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	53	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	54	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	55	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	56	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	57	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	58	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	59	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	60	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	61	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	62	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	63	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	64	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	65	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	66	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	67	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	68	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	69	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	70	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	71	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	72	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	73	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	74	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	75	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	76	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	77	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	78	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	79	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	80	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	81	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	82	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	83	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	84	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	85	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	86	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	87	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	88	13	9	0	2	2	3	0
DUP00000227	1	558	9	852	89	13	9	0	2	2	3	0
