SV_ID	gene_count	exon_count	tran_count	rest_count	ID_regl	df1_count	df2_count	df3_count	df4_count	df5_count	df6_count	df7_count
BND00000856	1	0	9	0	14518	15	6	0	0	0	0	0
BND00001366	1	0	9	0	17754	5	9	0	2	2	3	0
BND00002183	1	0	4	0	18102	5	0	0	0	0	0	0
BND00002377	1	14	1	18	18193	8	1	0	0	0	0	0
BND00002597	1	0	1	0	18235	17	0	0	0	0	0	0
BND00003330	1	0	1	0	18587	17	17	0	19	11	11	0
BND00004186	1	0	4	0	20513	0	1	0	0	0	0	0
BND00004471	1	7	1	11	20596	2	0	0	0	0	0	0
BND00005899	1	0	1	0	21105	5	1	2	0	0	0	0
BND00006426	1	1	1	3	0	0	0	0	0	0	0	0
DEL00000063	1	0	12	0	34	12	0	0	0	0	0	0
DEL00000068	1	0	2	0	37	12	0	0	0	0	0	0
DEL00000099	1	6	1	14	50	19	0	0	0	0	0	0
DEL00000100	1	6	1	14	51	19	0	0	0	0	0	0
DEL00000101	1	34	4	46	52	19	0	0	0	0	0	0
DEL00000102	1	0	1	0	53	21	0	0	0	0	0	0
DEL00000103	1	0	1	0	54	21	0	0	0	0	0	0
DEL00000107	1	0	4	0	58	19	0	0	0	0	0	0
DEL00000153	1	0	30	0	77	27	0	0	0	0	0	0
DEL00000156	1	0	1	0	79	27	0	0	0	0	0	0
DEL00000161	1	1	1	9	82	29	2	0	0	0	0	0
DEL00000168	1	0	36	0	86	27	0	0	0	0	0	0
DEL00000169	1	0	4	0	87	26	1	0	0	0	0	0
DEL00000170	1	0	9	0	88	26	1	0	0	0	0	0
DEL00000172	1	0	25	0	89	28	1	2	0	0	0	0
DEL00000177	1	0	4	0	92	26	0	0	0	0	0	0
DEL00000186	1	0	16	0	98	24	0	0	0	0	0	0
DEL00000192	1	0	9	0	101	26	0	2	0	0	0	0
DEL00000205	1	0	1	0	106	25	0	0	0	0	0	0
DEL00000211	1	0	1	0	107	26	1	0	0	0	0	0
DEL00000213	1	0	1	0	109	25	0	0	0	0	0	0
DEL00000216	1	0	25	0	112	25	0	0	0	0	0	0
DEL00000229	1	0	1	0	119	27	0	0	0	0	0	0
DEL00000233	1	0	9	0	123	26	2	0	0	0	0	0
DEL00000243	1	0	9	0	130	25	0	0	0	0	0	0
DEL00000257	1	0	1	0	134	25	0	0	0	0	0	0
DEL00000266	1	0	1	0	136	22	0	0	0	0	0	0
DEL00000274	1	0	1	0	138	11	0	0	0	0	0	0
DEL00000278	1	0	1	0	140	11	2	0	0	0	0	0
DEL00000280	1	0	1	0	142	14	2	0	0	0	0	0
DEL00000292	1	0	12	0	145	8	1	0	0	0	0	0
DEL00000294	1	0	1	0	146	4	0	0	0	0	0	0
DEL00000297	1	0	1	0	148	2	0	0	0	0	0	0
