SV_ID	gene_count	exon_count	tran_count	rest_count	ID_regl	df1_count	df2_count	df3_count	df4_count	df5_count	df6_count	df7_count
DEL00000018	1	0	6	0	2	24	0	0	0	0	0	0
DEL00000035	1	0	1	0	7	25	0	0	0	0	0	0
DEL00000078	1	0	9	0	13	3	0	2	0	0	0	0
DEL00000078	1	0	9	0	14	3	0	2	0	0	0	0
DEL00000170	1	0	1	0	24	5	0	0	0	0	0	0
DEL00000281	1	0	1	0	270	3	0	0	0	0	0	0
DEL00000288	1	0	4	0	277	0	0	0	0	0	0	0
DEL00000294	1	0	1	0	279	2	0	0	0	0	0	0
DEL00000330	1	0	9	0	284	18	0	0	0	0	4	0
DEL00000371	1	0	1	0	9044	11	0	0	0	0	0	0
DEL00000416	1	0	1	0	9048	3	0	0	0	0	0	0
DEL00000491	1	0	1	0	9056	18	0	0	0	0	0	0
DEL00000496	1	1	1	0	9057	15	0	2	0	0	0	0
DEL00000499	2	59	7	86	9059	7	0	0	0	0	0	0
DEL00000500	1	68	4	100	9060	7	0	0	0	0	0	0
DEL00000511	1	0	9	0	9062	7	2	0	0	0	0	0
DEL00000535	1	0	1	0	9065	3	0	0	0	0	0	0
DEL00000623	1	0	2	0	9073	2	0	0	0	0	0	0
DEL00000625	1	0	4	0	9075	0	0	0	0	0	0	0
DEL00000746	1	0	1	0	9093	5	0	0	0	0	0	0
DEL00000771	1	0	1	0	9096	0	0	0	0	0	0	0
DEL00000830	1	0	1	0	9101	7	0	0	0	0	0	0
DEL00000830	1	0	1	0	9102	7	0	0	0	0	0	0
DEL00000830	1	0	1	0	9103	7	0	0	0	0	0	0
DEL00000830	1	0	1	0	9104	7	0	0	0	0	0	0
DEL00000830	1	0	1	0	9105	7	0	0	0	0	0	0
DEL00000874	1	0	36	0	9106	7	0	2	0	0	0	0
DEL00000968	1	0	1	0	9115	1	0	0	0	0	0	0
DEL00000989	1	0	1	0	9116	59	28	4	9	2	1	0
DEL00001037	1	0	16	0	9120	0	0	0	0	0	0	0
DEL00001051	1	0	1	0	9122	7	0	0	0	0	0	0
DEL00001098	1	0	1	0	9125	5	0	0	0	0	0	0
DEL00001184	1	0	4	0	9133	0	0	0	0	0	0	0
DEL00001192	1	20	1	30	9134	1	0	0	0	0	0	0
DEL00001237	1	36	4	46	9135	10	3	0	0	0	0	0
DEL00001237	1	36	4	46	9136	10	3	0	0	0	0	0
DEL00001237	1	36	4	46	9137	10	3	0	0	0	0	0
DEL00001260	1	0	1	0	9139	7	0	0	0	0	0	0
DEL00001422	1	5	1	7	0	0	0	0	0	0	0	0
DUP00000246	1	558	9	852	33	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	34	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	35	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	36	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	37	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	38	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	39	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	40	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	41	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	42	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	43	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	44	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	45	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	46	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	47	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	48	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	49	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	50	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	51	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	52	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	53	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	54	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	55	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	56	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	57	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	58	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	59	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	60	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	61	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	62	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	63	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	64	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	65	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	66	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	67	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	68	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	69	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	70	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	71	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	72	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	73	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	74	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	75	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	76	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	77	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	78	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	79	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	80	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	81	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	82	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	83	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	84	13	9	0	2	2	3	0
DUP00000246	1	558	9	852	85	13	9	0	2	2	3	0
