SV_ID	gene_count	exon_count	tran_count	rest_count	ID_regl	df1_count	df2_count	df3_count	df4_count	df5_count	df6_count	df7_count
BND00000865	1	0	9	0	37627	7	0	0	0	0	0	0
BND00001571	1	0	9	0	38123	5	9	0	2	2	3	0
BND00002354	1	0	9	0	45924	2	0	0	0	0	0	0
BND00003533	1	0	9	0	50674	0	0	0	0	0	0	0
BND00003536	1	0	100	0	50677	0	0	0	0	0	0	0
BND00004406	1	0	25	0	50997	0	0	0	0	0	0	0
BND00004422	1	0	100	0	51011	0	0	0	0	0	0	0
BND00004550	1	0	1	0	51070	5	0	0	0	0	0	0
BND00004623	1	0	4	0	51098	0	1	0	0	0	0	0
BND00004752	1	13	1	14	51146	28	21	0	11	7	8	0
BND00004838	1	0	2	0	51164	3	0	0	0	0	0	0
BND00005242	1	0	2	0	51317	1	0	0	0	0	0	0
BND00005960	1	0	16	0	51570	2	0	0	0	0	0	0
BND00006437	1	0	1	0	51806	5	1	2	0	0	0	0
BND00006448	1	13	1	17	51810	0	0	0	0	0	0	0
BND00006526	1	0	4	0	51841	3	0	0	0	0	0	0
BND00007520	1	0	1	0	0	0	0	0	0	0	0	0
DEL00000018	1	0	1	0	6	2	0	0	0	0	0	0
DEL00000029	1	0	42	0	13	4	0	0	0	0	0	0
DEL00000043	96	62518	320	79834	21	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	22	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	23	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	24	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	25	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	26	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	27	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	28	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	29	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	30	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	31	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	32	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	33	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	34	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	35	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	36	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	37	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	38	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	39	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	40	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	41	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	42	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	43	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	44	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	45	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	46	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	47	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	48	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	49	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	50	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	51	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	52	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	53	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	54	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	55	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	56	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	57	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	58	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	59	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	60	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	61	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	62	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	63	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	64	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	65	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	66	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	67	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	68	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	69	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	70	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	71	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	72	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	73	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	74	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	75	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	76	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	77	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	78	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	79	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	80	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	81	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	82	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	83	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	84	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	85	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	86	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	87	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	88	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	89	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	90	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	91	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	92	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	93	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	94	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	95	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	96	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	97	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	98	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	99	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	100	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	101	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	102	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	103	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	104	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	105	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	106	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	107	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	108	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	109	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	110	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	111	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	112	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	113	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	114	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	115	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	116	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	117	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	118	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	119	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	120	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	121	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	122	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	123	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	124	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	125	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	126	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	127	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	128	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	129	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	130	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	131	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	132	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	133	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	134	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	135	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	136	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	137	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	138	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	139	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	140	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	141	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	142	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	143	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	144	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	145	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	146	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	147	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	148	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	149	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	150	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	151	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	152	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	153	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	154	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	155	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	156	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	157	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	158	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	159	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	160	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	161	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	162	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	163	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	164	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	165	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	166	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	167	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	168	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	169	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	170	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	171	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	172	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	173	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	174	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	175	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	176	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	177	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	178	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	179	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	180	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	181	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	182	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	183	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	184	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	185	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	186	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	187	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	188	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	189	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	190	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	191	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	192	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	193	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	194	480	77	250	0	48	20	8
DEL00000043	96	62518	320	79834	195	480	77	250	0	48	20	8
