SV_ID	gene_count	exon_count	tran_count	rest_count	ID_regl	df1_count	df2_count	df3_count	df4_count	df5_count	df6_count	df7_count
DEL00000027	1	0	30	0	5	27	0	0	0	0	0	0
DEL00000062	1	0	9	0	10	15	0	0	0	0	0	0
DEL00000105	1	0	9	0	17	4	0	0	0	0	0	0
DEL00000268	1	0	1	0	267	17	0	0	0	0	0	0
DEL00000286	1	0	2	0	270	8	0	0	0	0	0	0
DEL00000482	1	0	9	0	7623	3	0	0	0	0	0	0
DEL00000499	1	0	2	0	7624	8	1	0	0	0	0	0
DEL00000616	1	0	1	0	7632	3	0	0	0	0	0	0
DEL00000651	1	0	1	0	7636	14	0	0	0	0	0	0
DEL00000661	1	0	1	0	7637	18	0	0	0	0	0	0
DEL00000668	1	1	1	15	7638	19	0	0	4	0	0	0
DEL00000719	1	0	1	0	7646	5	0	0	0	0	0	0
DEL00000720	1	0	9	0	7647	5	0	0	0	0	0	0
DEL00000797	1	0	2	0	7653	25	0	0	5	2	2	6
DEL00000838	1	8	1	12	7656	5	0	0	0	0	0	0
DEL00000853	1	0	1	0	7658	2	0	0	0	0	0	0
DEL00000868	1	0	4	0	7660	11	0	0	0	0	0	0
DEL00000883	1	0	9	0	7666	6	0	0	0	0	0	0
DEL00000925	1	0	25	0	7671	1	0	0	0	0	0	0
DEL00000925	1	0	25	0	7672	1	0	0	0	0	0	0
DEL00000925	1	0	25	0	7673	1	0	0	0	0	0	0
DEL00001175	1	0	4	0	7697	0	0	0	0	0	0	0
DEL00001205	1	0	1	0	7701	7	0	0	0	0	0	0
DEL00001407	1	5	1	7	0	0	0	0	0	0	0	0
DUP00000251	1	558	9	852	29	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	30	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	31	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	32	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	33	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	34	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	35	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	36	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	37	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	38	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	39	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	40	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	41	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	42	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	43	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	44	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	45	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	46	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	47	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	48	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	49	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	50	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	51	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	52	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	53	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	54	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	55	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	56	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	57	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	58	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	59	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	60	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	61	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	62	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	63	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	64	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	65	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	66	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	67	13	9	0	2	2	3	0
DUP00000251	1	558	9	852	68	13	9	0	2	2	3	0
