SV_ID	gene_count	exon_count	tran_count	rest_count	ID_regl	df1_count	df2_count	df3_count	df4_count	df5_count	df6_count	df7_count
BND00000812	1	0	4	0	5317	2	0	0	0	0	0	0
DEL00000011	1	0	9	0	1	14	0	2	0	0	0	0
DEL00000041	2	0	26	0	5	26	0	0	0	0	0	0
DEL00000062	1	1	1	0	9	3	0	0	0	2	0	0
DEL00000171	1	56	4	80	5008	0	0	0	0	0	0	0
DEL00000185	1	0	4	0	5011	8	0	0	0	0	0	0
DEL00000194	1	0	1	0	5014	5	0	0	0	0	0	0
DEL00000202	1	0	1	0	5015	4	0	0	0	0	0	0
DEL00000221	1	0	9	0	5018	6	0	0	0	0	0	0
DEL00000230	1	0	4	0	5020	6	0	0	0	0	0	0
DEL00000230	1	0	4	0	5021	6	0	0	0	0	0	0
DEL00000268	1	0	100	0	5025	0	0	0	0	0	0	0
DEL00000349	1	0	1	0	5268	45	60	0	0	0	0	0
DEL00000354	1	1	1	0	5270	26	0	0	0	0	0	0
DEL00000450	1	0	1	0	5281	6	1	0	0	0	0	0
DEL00000506	1	0	1	0	5286	34	0	0	0	0	0	0
DEL00000506	1	0	1	0	5287	34	0	0	0	0	0	0
DEL00000518	1	0	1	0	5288	17	0	0	0	0	0	0
DEL00000539	1	0	9	0	5291	7	2	0	0	0	0	0
DEL00000573	1	0	10	0	5297	3	0	0	0	0	0	0
DEL00000575	1	0	1	0	5298	3	0	0	0	0	0	0
DEL00000594	1	0	9	0	5300	13	0	0	0	0	0	0
DEL00000625	1	0	16	0	5303	4	0	0	0	0	0	0
DEL00000625	1	0	16	0	5304	4	0	0	0	0	0	0
DEL00000638	1	0	4	0	5307	0	0	0	0	0	0	0
DEL00000669	1	0	15	0	5308	4	0	0	0	0	0	0
DEL00000756	1	0	2	0	5313	14	0	0	0	0	0	0
DEL00000799	1	0	4	0	5314	5	0	0	0	0	0	0
DEL00000799	1	0	4	0	5315	5	0	0	0	0	0	0
DEL00000921	1	0	6	0	5329	2	0	0	0	0	0	0
DEL00001045	1	0	6	0	5337	0	0	0	0	0	0	0
DEL00001055	38	13900	135	23874	5338	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5339	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5340	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5341	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5342	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5343	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5344	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5345	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5346	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5347	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5348	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5349	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5350	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5351	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5352	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5353	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5354	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5355	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5356	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5357	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5358	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5359	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5360	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5361	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5362	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5363	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5364	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5365	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5366	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5367	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5368	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5369	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5370	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5371	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5372	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5373	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5374	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5375	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5376	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5377	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5378	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5379	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5380	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5381	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5382	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5383	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5384	69	4	42	0	0	2	0
DEL00001055	38	13900	135	23874	5385	69	4	42	0	0	2	0
