SV_ID	gene_count	exon_count	tran_count	rest_count	ID_regl	df1_count	df2_count	df3_count	df4_count	df5_count	df6_count	df7_count
BND00001027	1	0	1	0	436	5	0	0	0	0	0	0
BND00001285	1	0	9	0	742	5	9	0	2	2	3	0
BND00002534	1	0	48	0	1215	7	0	0	0	0	0	0
BND00002610	1	0	25	0	1312	7	2	0	0	0	0	0
BND00002950	1	0	1	0	1508	20	0	0	0	0	0	0
BND00004068	1	0	4	0	9586	0	1	0	0	0	0	0
BND00004648	1	96	6	114	9737	4	0	0	0	0	0	0
BND00004864	1	50	4	64	9802	5	0	0	0	0	0	0
BND00006581	1	0	1	0	0	0	0	0	0	0	0	0
DEL00000022	1	0	49	0	5	4	0	0	0	0	0	0
DEL00000050	1	0	2	0	22	14	0	0	0	0	0	0
DEL00000072	1	0	4	0	32	27	0	0	0	8	0	0
DEL00000079	1	0	1	0	33	21	0	0	0	0	0	0
DEL00000121	1	0	64	0	56	26	0	0	0	0	0	0
DEL00000129	1	0	30	0	63	27	0	0	0	0	0	0
DEL00000131	1	0	1	0	64	27	0	0	0	0	0	0
DEL00000140	1	0	36	0	71	27	0	0	0	0	0	0
DEL00000151	1	0	9	0	74	24	0	0	0	0	0	0
DEL00000154	1	0	16	0	75	22	0	0	0	0	0	0
DEL00000168	1	0	9	0	80	28	1	0	0	2	0	0
DEL00000170	1	0	1	0	82	25	0	0	0	0	0	0
DEL00000174	1	0	25	0	83	25	0	0	0	0	0	0
DEL00000191	1	0	1	0	90	27	0	0	0	0	0	0
DEL00000192	2	1	16	0	91	27	0	0	0	0	0	0
DEL00000197	1	0	1	0	93	28	0	0	0	0	0	0
DEL00000214	1	0	16	0	100	27	0	0	0	2	0	0
DEL00000218	1	0	25	0	102	24	0	0	0	0	0	0
DEL00000222	1	0	1	0	103	26	0	0	0	4	0	0
DEL00000230	1	0	1	0	107	11	2	0	0	0	0	0
DEL00000232	1	0	9	0	108	15	2	0	0	0	0	0
DEL00000236	1	0	4	0	109	10	0	0	0	0	0	0
DEL00000242	1	0	4	0	111	8	0	0	0	0	0	0
DEL00000246	1	0	1	0	113	4	0	0	0	0	0	0
DEL00000257	1	0	49	0	118	2	1	0	0	0	0	0
